question,answer
그리스 신화 기반인데 캐릭터 디자인 감성 넘쳤던 액션 겜 뭐 추천해줄래,"Hades은(는) PC, Switch, PS4, Xbox One 플랫폼에서 플레이할 수 있는 액션 로그라이크 장르의 게임으로, 2020년에 출시되었습니다. 평점은 Metacritic 95이며, 리뷰에서는 ""짜릿한 전투와 아름다운 예술 스타일로 감싼 깊은 서사."" 라고 평가받았습니다. 추천 이유: 반복 플레이에 강한 로그라이크 전투와 그리스 신화 배경이 매력입니다."
"죽을수록 재미있고, 반복할수록 스토리 맛도 쩌는 로그라이크 겜 뭐 있음?","Hades은(는) PC, Switch, PS4, Xbox One 플랫폼에서 플레이할 수 있는 액션 로그라이크 장르의 게임으로, 2020년에 출시되었습니다. 평점은 Metacritic 96이며, 리뷰에서는 ""짜릿한 전투와 아름다운 예술 스타일로 감싼 깊은 서사."" 라고 평가받았습니다. 추천 이유: 반복 플레이에 강한 로그라이크 전투와 그리스 신화 배경이 매력입니다."
한 판 돌고 나서 바로 “다시!” 외치게 되는 중독성 있는 로그라이크 뭐였더라?,"Hades은(는) PC, Switch, PS4, Xbox One 플랫폼에서 플레이할 수 있는 액션 로그라이크 장르의 게임으로, 2020년에 출시되었습니다. 평점은 Metacritic 97이며, 리뷰에서는 ""짜릿한 전투와 아름다운 예술 스타일로 감싼 깊은 서사."" 라고 평가받았습니다. 추천 이유: 반복 플레이에 강한 로그라이크 전투와 그리스 신화 배경이 매력입니다."
로봇이 주인공인데 분위기 외롭고 잔잔하면서 조작감 좋은 메트로배니아 뭐였지?,"Haiku, the Robot은 PC, Switch에서 플레이할 수 있는 메트로배니아 액션 게임입니다. 2022년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '기계 생명체 세계에서 펼쳐지는 유려한 탐험과 전투'라고 평가받았습니다. 추천 이유: 고전 메트로배니아 감성을 현대적으로 재해석한 작품입니다."
2D 액션인데 맵 탐험이랑 분위기 다 고전 느낌 살렸던 겜 뭐 있음?,"Haiku, the Robot은 PC, Switch에서 플레이할 수 있는 메트로배니아 액션 게임입니다. 2023년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '기계 생명체 세계에서 펼쳐지는 유려한 탐험과 전투'라고 평가받았습니다. 추천 이유: 고전 메트로배니아 감성을 현대적으로 재해석한 작품입니다."
고요한 기계 세계에서 혼자 돌아다니며 퍼즐 풀고 싸우는 메트로배니아 뭐 추천해줘,"Haiku, the Robot은 PC, Switch에서 플레이할 수 있는 메트로배니아 액션 게임입니다. 2024년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '기계 생명체 세계에서 펼쳐지는 유려한 탐험과 전투'라고 평가받았습니다. 추천 이유: 고전 메트로배니아 감성을 현대적으로 재해석한 작품입니다."
할로우 나이트 느낌인데 좀 더 단정하고 부드러운 감성 담긴 겜 뭐 있었더라,"Haiku, the Robot은 PC, Switch에서 플레이할 수 있는 메트로배니아 액션 게임입니다. 2025년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '기계 생명체 세계에서 펼쳐지는 유려한 탐험과 전투'라고 평가받았습니다. 추천 이유: 고전 메트로배니아 감성을 현대적으로 재해석한 작품입니다."
"BGM, 배경, 전투 템포까지 절제돼있으면서 완성도 높은 2D 액션 뭐 있음?","Haiku, the Robot은 PC, Switch에서 플레이할 수 있는 메트로배니아 액션 게임입니다. 2026년에 출시되었으며, 평점은 '매우 긍정적'입니다. 리뷰에서는 '기계 생명체 세계에서 펼쳐지는 유려한 탐험과 전투'라고 평가받았습니다. 추천 이유: 고전 메트로배니아 감성을 현대적으로 재해석한 작품입니다."
우주선 뜯는 거 중독되는 시뮬 있지 않았냐?,"Hardspace: Shipbreaker은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 1인용 시뮬레이션 장르의 게임으로, 2022년에 출시되었습니다. 평점은 Steam Very Positive이며, 리뷰에서는 ""Deeply satisfying dismantling mechanics with physics realism."" 라고 평가받았습니다. 추천 이유: 우주선을 해체하는 특이한 소재의 시뮬레이션 게임입니다."
물리 엔진 맛깔나게 써서 진짜 손맛 있었던 겜 뭐였지,"Hardspace: Shipbreaker은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 1인용 시뮬레이션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 Steam Very Positive이며, 리뷰에서는 ""Deeply satisfying dismantling mechanics with physics realism."" 라고 평가받았습니다. 추천 이유: 우주선을 해체하는 특이한 소재의 시뮬레이션 게임입니다."
은근 노동요 켜두고 멍 때리면서 하기 좋은 겜 뭐 있음?,"Hardspace: Shipbreaker은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 1인용 시뮬레이션 장르의 게임으로, 2024년에 출시되었습니다. 평점은 Steam Very Positive이며, 리뷰에서는 ""Deeply satisfying dismantling mechanics with physics realism."" 라고 평가받았습니다. 추천 이유: 우주선을 해체하는 특이한 소재의 시뮬레이션 게임입니다."
게임인데도 뭔가 현장 작업하는 느낌 드는 거 뭐였더라,"Hardspace: Shipbreaker은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 1인용 시뮬레이션 장르의 게임으로, 2025년에 출시되었습니다. 평점은 Steam Very Positive이며, 리뷰에서는 ""Deeply satisfying dismantling mechanics with physics realism."" 라고 평가받았습니다. 추천 이유: 우주선을 해체하는 특이한 소재의 시뮬레이션 게임입니다."
파괴나 분해하는 거 자체가 핵심인 겜 또 뭐 없냐,"Hardspace: Shipbreaker은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 1인용 시뮬레이션 장르의 게임으로, 2026년에 출시되었습니다. 평점은 Steam Very Positive이며, 리뷰에서는 ""Deeply satisfying dismantling mechanics with physics realism."" 라고 평가받았습니다. 추천 이유: 우주선을 해체하는 특이한 소재의 시뮬레이션 게임입니다."
수작업 인형극처럼 생긴 겜 기억나냐?,"Harold Halibut은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 수공예 스타일 내러티브 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 80이며, 리뷰에서는 ""Stop-motion style visuals with heartwarming story."" 라고 평가받았습니다. 추천 이유: 모션 장난감 같은 비주얼과 감성적 내러티브가 돋보입니다."
잔잔한데 따뜻한 이야기 흐르던 거 뭐였더라,"Harold Halibut은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 수공예 스타일 내러티브 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 81이며, 리뷰에서는 ""Stop-motion style visuals with heartwarming story."" 라고 평가받았습니다. 추천 이유: 모션 장난감 같은 비주얼과 감성적 내러티브가 돋보입니다."
스토리 따라가는 느낌인데 시각미가 찐인 겜 뭐 있었지,"Harold Halibut은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 수공예 스타일 내러티브 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 82이며, 리뷰에서는 ""Stop-motion style visuals with heartwarming story."" 라고 평가받았습니다. 추천 이유: 모션 장난감 같은 비주얼과 감성적 내러티브가 돋보입니다."
그 인디 감성 제대로인 게임 뭐였는지 아는 사람,"Harold Halibut은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 수공예 스타일 내러티브 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 83이며, 리뷰에서는 ""Stop-motion style visuals with heartwarming story."" 라고 평가받았습니다. 추천 이유: 모션 장난감 같은 비주얼과 감성적 내러티브가 돋보입니다."
그림체부터 느낌 다른 어드벤처 뭐 추천해줄래,"Harold Halibut은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 수공예 스타일 내러티브 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Stop-motion style visuals with heartwarming story."" 라고 평가받았습니다. 추천 이유: 모션 장난감 같은 비주얼과 감성적 내러티브가 돋보입니다."
처음엔 귀여운데 스토리 알고 나면 소름 돋는 겜 뭐였지,"Harvest Island은(는) PC에서 플레이할 수 있는 농장 시뮬레이션 + 미스터리 어드벤처 게임입니다. 2023년에 출시되었으며, 스팀에서 긍정적 평가를 받고 있습니다. 리뷰에서는 ""겉보기엔 귀엽지만 뒤에 숨겨진 진실은 충격적이다""라고 평가받았습니다. 추천 이유: 평화로운 겉모습 속 어두운 서사가 있는 반전 게임입니다."
농장겜인 줄 알았는데 분위기 반전 터지는 거 뭐 있음?,"Harvest Island은(는) PC에서 플레이할 수 있는 농장 시뮬레이션 + 미스터리 어드벤처 게임입니다. 2024년에 출시되었으며, 스팀에서 긍정적 평가를 받고 있습니다. 리뷰에서는 ""겉보기엔 귀엽지만 뒤에 숨겨진 진실은 충격적이다""라고 평가받았습니다. 추천 이유: 평화로운 겉모습 속 어두운 서사가 있는 반전 게임입니다."
속은 미쳐 돌아가는데 겉은 평화로운 겜 기억 안나냐?,"Harvest Island은(는) PC에서 플레이할 수 있는 농장 시뮬레이션 + 미스터리 어드벤처 게임입니다. 2025년에 출시되었으며, 스팀에서 긍정적 평가를 받고 있습니다. 리뷰에서는 ""겉보기엔 귀엽지만 뒤에 숨겨진 진실은 충격적이다""라고 평가받았습니다. 추천 이유: 평화로운 겉모습 속 어두운 서사가 있는 반전 게임입니다."
진실 밝혀지는 순간 충격 먹었던 겜 뭐였냐,"Harvest Island은(는) PC에서 플레이할 수 있는 농장 시뮬레이션 + 미스터리 어드벤처 게임입니다. 2026년에 출시되었으며, 스팀에서 긍정적 평가를 받고 있습니다. 리뷰에서는 ""겉보기엔 귀엽지만 뒤에 숨겨진 진실은 충격적이다""라고 평가받았습니다. 추천 이유: 평화로운 겉모습 속 어두운 서사가 있는 반전 게임입니다."
살짝 공포감 드는 농장류 게임 뭐 없냐,"Harvest Island은(는) PC에서 플레이할 수 있는 농장 시뮬레이션 + 미스터리 어드벤처 게임입니다. 2027년에 출시되었으며, 스팀에서 긍정적 평가를 받고 있습니다. 리뷰에서는 ""겉보기엔 귀엽지만 뒤에 숨겨진 진실은 충격적이다""라고 평가받았습니다. 추천 이유: 평화로운 겉모습 속 어두운 서사가 있는 반전 게임입니다."
죽음이랑 유머 섞인 2D 액션 겜 뭐였지,"Have a Nice Death은(는) PC, Switch 플랫폼에서 플레이할 수 있는 2D 로그라이크 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 80이며, 리뷰에서는 ""Stylish action with grim humor."" 라고 평가받았습니다. 추천 이유: 죽음을 주제로 유머와 도전 정신이 어우러진 게임입니다."
스타일리시한데 살짝 블랙코미디 섞인 겜 기억 안나냐,"Have a Nice Death은(는) PC, Switch 플랫폼에서 플레이할 수 있는 2D 로그라이크 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 81이며, 리뷰에서는 ""Stylish action with grim humor."" 라고 평가받았습니다. 추천 이유: 죽음을 주제로 유머와 도전 정신이 어우러진 게임입니다."
도전 욕구 자극하면서도 웃음 나오는 겜 뭐 있음?,"Have a Nice Death은(는) PC, Switch 플랫폼에서 플레이할 수 있는 2D 로그라이크 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 82이며, 리뷰에서는 ""Stylish action with grim humor."" 라고 평가받았습니다. 추천 이유: 죽음을 주제로 유머와 도전 정신이 어우러진 게임입니다."
다크한데 타격감 시원한 로그라이크 뭐였더라,"Have a Nice Death은(는) PC, Switch 플랫폼에서 플레이할 수 있는 2D 로그라이크 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 83이며, 리뷰에서는 ""Stylish action with grim humor."" 라고 평가받았습니다. 추천 이유: 죽음을 주제로 유머와 도전 정신이 어우러진 게임입니다."
지하세계 테마로 찰지게 싸우는 2D 겜 없냐,"Have a Nice Death은(는) PC, Switch 플랫폼에서 플레이할 수 있는 2D 로그라이크 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Stylish action with grim humor."" 라고 평가받았습니다. 추천 이유: 죽음을 주제로 유머와 도전 정신이 어우러진 게임입니다."
커플이 주인공인데 생존 요소 들어간 감성 겜 뭐였지,"Haven은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 로맨틱 어드벤처 RPG 장르의 게임으로, 2020년에 출시되었습니다. 평점은 메타크리틱 76이며, 리뷰에서는 ""A heartfelt story of love and survival with smooth exploration."" 라고 평가받았습니다. 추천 이유: 두 연인의 관계를 중심으로 펼쳐지는 감성적 생존 RPG입니다."
사랑 이야기 따라가면서 조용히 플레이할 수 있는 RPG 뭐 있어?,"Haven은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 로맨틱 어드벤처 RPG 장르의 게임으로, 2020년에 출시되었습니다. 평점은 메타크리틱 77이며, 리뷰에서는 ""A heartfelt story of love and survival with smooth exploration."" 라고 평가받았습니다. 추천 이유: 두 연인의 관계를 중심으로 펼쳐지는 감성적 생존 RPG입니다."
그 로맨틱한 분위기인데 탐험도 부드럽게 되는 겜 뭐였냐,"Haven은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 로맨틱 어드벤처 RPG 장르의 게임으로, 2020년에 출시되었습니다. 평점은 메타크리틱 78이며, 리뷰에서는 ""A heartfelt story of love and survival with smooth exploration."" 라고 평가받았습니다. 추천 이유: 두 연인의 관계를 중심으로 펼쳐지는 감성적 생존 RPG입니다."
사운드랑 연출이 따뜻했던 두 사람 이야기 겜 뭐 있음,"Haven은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 로맨틱 어드벤처 RPG 장르의 게임으로, 2020년에 출시되었습니다. 평점은 메타크리틱 79이며, 리뷰에서는 ""A heartfelt story of love and survival with smooth exploration."" 라고 평가받았습니다. 추천 이유: 두 연인의 관계를 중심으로 펼쳐지는 감성적 생존 RPG입니다."
둘이 손잡고 도망다니던 그런 느낌의 게임 또 뭐 없냐,"Haven은(는) PC, PS4/5, Xbox, Switch 플랫폼에서 플레이할 수 있는 로맨틱 어드벤처 RPG 장르의 게임으로, 2020년에 출시되었습니다. 평점은 메타크리틱 80이며, 리뷰에서는 ""A heartfelt story of love and survival with smooth exploration."" 라고 평가받았습니다. 추천 이유: 두 연인의 관계를 중심으로 펼쳐지는 감성적 생존 RPG입니다."
언어 해독하면서 스토리 따라가는 겜 뭐였지,"Heaven's Vault는(는) PC, PS4, Switch에서 플레이할 수 있는 고대 언어 해독 어드벤처 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 78점을 기록했습니다. 리뷰에서는 '독창적인 언어 시스템과 깊이 있는 탐험'이라고 평가받았습니다. 추천 이유: 언어와 고고학에 관심 있는 유저라면 몰입할 수 있는 작품입니다."
고대 문명 배경인데 되게 조용하게 몰입되는 겜 기억 안나냐,"Heaven's Vault는(는) PC, PS4, Switch에서 플레이할 수 있는 고대 언어 해독 어드벤처 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 79점을 기록했습니다. 리뷰에서는 '독창적인 언어 시스템과 깊이 있는 탐험'이라고 평가받았습니다. 추천 이유: 언어와 고고학에 관심 있는 유저라면 몰입할 수 있는 작품입니다."
글자 해석하는 게 핵심인 어드벤처 뭐 있음?,"Heaven's Vault는(는) PC, PS4, Switch에서 플레이할 수 있는 고대 언어 해독 어드벤처 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 80점을 기록했습니다. 리뷰에서는 '독창적인 언어 시스템과 깊이 있는 탐험'이라고 평가받았습니다. 추천 이유: 언어와 고고학에 관심 있는 유저라면 몰입할 수 있는 작품입니다."
지문 따라 단서 찾는 느낌의 탐험 게임 뭐 추천해줄래,"Heaven's Vault는(는) PC, PS4, Switch에서 플레이할 수 있는 고대 언어 해독 어드벤처 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 81점을 기록했습니다. 리뷰에서는 '독창적인 언어 시스템과 깊이 있는 탐험'이라고 평가받았습니다. 추천 이유: 언어와 고고학에 관심 있는 유저라면 몰입할 수 있는 작품입니다."
문자나 유물 같은 거 퍼즐처럼 푸는 겜 뭐였더라,"Heaven's Vault는(는) PC, PS4, Switch에서 플레이할 수 있는 고대 언어 해독 어드벤처 게임입니다. 2019년에 출시되었으며, 메타크리틱에서 82점을 기록했습니다. 리뷰에서는 '독창적인 언어 시스템과 깊이 있는 탐험'이라고 평가받았습니다. 추천 이유: 언어와 고고학에 관심 있는 유저라면 몰입할 수 있는 작품입니다."
기괴한 도시 배경인데 탄도 시스템 이상하게 특이한 겜 뭐였지,"Hell is Others는 PC에서 플레이 가능한 탑다운 슈팅과 생존 요소가 결합된 게임입니다. 2022년에 출시되었으며, Steam에서 '대체로 긍정적' 평가를 받았습니다. 리뷰에서는 ""어두운 도시와 기괴한 세계관이 독창적이다""고 평가받았습니다. 추천 이유: 독특한 탄환 시스템과 끊임없는 위험이 몰입감을 제공합니다."
위험이 계속 몰려와서 정신없이 몰입하게 되는 겜 뭐 있음?,"Hell is Others는 PC에서 플레이 가능한 탑다운 슈팅과 생존 요소가 결합된 게임입니다. 2023년에 출시되었으며, Steam에서 '대체로 긍정적' 평가를 받았습니다. 리뷰에서는 ""어두운 도시와 기괴한 세계관이 독창적이다""고 평가받았습니다. 추천 이유: 독특한 탄환 시스템과 끊임없는 위험이 몰입감을 제공합니다."
탑다운인데 생존 요소 섞인 어두운 겜 기억나냐,"Hell is Others는 PC에서 플레이 가능한 탑다운 슈팅과 생존 요소가 결합된 게임입니다. 2024년에 출시되었으며, Steam에서 '대체로 긍정적' 평가를 받았습니다. 리뷰에서는 ""어두운 도시와 기괴한 세계관이 독창적이다""고 평가받았습니다. 추천 이유: 독특한 탄환 시스템과 끊임없는 위험이 몰입감을 제공합니다."
탄약이 평범하지 않았던 이상한 분위기의 슈팅 겜 뭐였더라,"Hell is Others는 PC에서 플레이 가능한 탑다운 슈팅과 생존 요소가 결합된 게임입니다. 2025년에 출시되었으며, Steam에서 '대체로 긍정적' 평가를 받았습니다. 리뷰에서는 ""어두운 도시와 기괴한 세계관이 독창적이다""고 평가받았습니다. 추천 이유: 독특한 탄환 시스템과 끊임없는 위험이 몰입감을 제공합니다."
전체적으로 쎄한 느낌인데 은근 중독되는 게임 뭐 없냐,"Hell is Others는 PC에서 플레이 가능한 탑다운 슈팅과 생존 요소가 결합된 게임입니다. 2026년에 출시되었으며, Steam에서 '대체로 긍정적' 평가를 받았습니다. 리뷰에서는 ""어두운 도시와 기괴한 세계관이 독창적이다""고 평가받았습니다. 추천 이유: 독특한 탄환 시스템과 끊임없는 위험이 몰입감을 제공합니다."
시각 연출 개쩌는데 주인공 멘탈 깨져가는 겜 뭐였냐,"Hellblade II: Senua's Saga은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 81이며, 리뷰에서는 ""Visually striking and emotionally intense."" 라고 평가받았습니다. 추천 이유: 정신적 고통과 싸우는 주인공의 내면 여행이 강렬하게 펼쳐집니다."
되게 무거운 분위기인데 손 못 놓고 하게 되는 겜 뭐 있음?,"Hellblade II: Senua's Saga은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 82이며, 리뷰에서는 ""Visually striking and emotionally intense."" 라고 평가받았습니다. 추천 이유: 정신적 고통과 싸우는 주인공의 내면 여행이 강렬하게 펼쳐집니다."
내면의 고통 묘사 진짜 미친 게임 뭐였더라,"Hellblade II: Senua's Saga은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 83이며, 리뷰에서는 ""Visually striking and emotionally intense."" 라고 평가받았습니다. 추천 이유: 정신적 고통과 싸우는 주인공의 내면 여행이 강렬하게 펼쳐집니다."
환청이랑 시각효과로 공포감 준 액션 어드벤처 기억나냐,"Hellblade II: Senua's Saga은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Visually striking and emotionally intense."" 라고 평가받았습니다. 추천 이유: 정신적 고통과 싸우는 주인공의 내면 여행이 강렬하게 펼쳐집니다."
정신적으로 흔들리는 캐릭터 여정 따라가는 겜 뭐 있음,"Hellblade II: Senua's Saga은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Visually striking and emotionally intense."" 라고 평가받았습니다. 추천 이유: 정신적 고통과 싸우는 주인공의 내면 여행이 강렬하게 펼쳐집니다."
소리 연출 때문에 더 몰입감 쩔었던 겜 뭐였지,"Hellblade: Senua's Sacrifice은(는) PC, PS4, Xbox One, Switch 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2017년에 출시되었습니다. 평점은 Metacritic 83이며, 리뷰에서는 ""A powerful depiction of mental illness with impressive sound design."" 라고 평가받았습니다. 추천 이유: 정신병리와 전투의 결합이 뛰어난 몰입감을 줍니다."
정신병리 묘사가 너무 생생해서 무서울 정도였던 겜 뭐냐,"Hellblade: Senua's Sacrifice은(는) PC, PS4, Xbox One, Switch 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2017년에 출시되었습니다. 평점은 Metacritic 84이며, 리뷰에서는 ""A powerful depiction of mental illness with impressive sound design."" 라고 평가받았습니다. 추천 이유: 정신병리와 전투의 결합이 뛰어난 몰입감을 줍니다."
헤드폰 끼고 해야 제맛이었던 게임 기억 안나냐,"Hellblade: Senua's Sacrifice은(는) PC, PS4, Xbox One, Switch 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2017년에 출시되었습니다. 평점은 Metacritic 85이며, 리뷰에서는 ""A powerful depiction of mental illness with impressive sound design."" 라고 평가받았습니다. 추천 이유: 정신병리와 전투의 결합이 뛰어난 몰입감을 줍니다."
현실이랑 환상이 섞여서 헷갈리는 게임 뭐 있냐,"Hellblade: Senua's Sacrifice은(는) PC, PS4, Xbox One, Switch 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2017년에 출시되었습니다. 평점은 Metacritic 86이며, 리뷰에서는 ""A powerful depiction of mental illness with impressive sound design."" 라고 평가받았습니다. 추천 이유: 정신병리와 전투의 결합이 뛰어난 몰입감을 줍니다."
여주인공 중심인데 감정 연기랑 연출이 미쳤던 겜 뭐 추천해봐,"Hellblade: Senua's Sacrifice은(는) PC, PS4, Xbox One, Switch 플랫폼에서 플레이할 수 있는 심리 액션 어드벤처 장르의 게임으로, 2017년에 출시되었습니다. 평점은 Metacritic 87이며, 리뷰에서는 ""A powerful depiction of mental illness with impressive sound design."" 라고 평가받았습니다. 추천 이유: 정신병리와 전투의 결합이 뛰어난 몰입감을 줍니다."
막판엔 진짜 난장판 되는데 팀플도 재밌는 겜 뭐였지,"Helldivers II은(는) PC, PS5 플랫폼에서 플레이할 수 있는 3인칭 협동 슈팅 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 82이며, 리뷰에서는 ""Chaotic and tactical co-op action at its finest."" 라고 평가받았습니다. 추천 이유: 전략성과 유머가 공존하는 협동 슈팅의 진수입니다."
웃기면서도 작전짜는 맛 있는 협동 슈터 뭐 없냐,"Helldivers II은(는) PC, PS5 플랫폼에서 플레이할 수 있는 3인칭 협동 슈팅 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 83이며, 리뷰에서는 ""Chaotic and tactical co-op action at its finest."" 라고 평가받았습니다. 추천 이유: 전략성과 유머가 공존하는 협동 슈팅의 진수입니다."
전략+혼돈 섞인 협동 겜 기억 안나냐?,"Helldivers II은(는) PC, PS5 플랫폼에서 플레이할 수 있는 3인칭 협동 슈팅 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Chaotic and tactical co-op action at its finest."" 라고 평가받았습니다. 추천 이유: 전략성과 유머가 공존하는 협동 슈팅의 진수입니다."
적 뚫고 나갈 때 소리지르면서 했던 3인칭 겜 뭐였더라,"Helldivers II은(는) PC, PS5 플랫폼에서 플레이할 수 있는 3인칭 협동 슈팅 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Chaotic and tactical co-op action at its finest."" 라고 평가받았습니다. 추천 이유: 전략성과 유머가 공존하는 협동 슈팅의 진수입니다."
친구들이랑 하면 팀킬도 웃긴 겜 뭐 있음?,"Helldivers II은(는) PC, PS5 플랫폼에서 플레이할 수 있는 3인칭 협동 슈팅 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 86이며, 리뷰에서는 ""Chaotic and tactical co-op action at its finest."" 라고 평가받았습니다. 추천 이유: 전략성과 유머가 공존하는 협동 슈팅의 진수입니다."
타격감이랑 음악이 동시에 터지는 겜 뭐였지,"Hi-Fi Rush은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 리듬 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 87이며, 리뷰에서는 ""Rhythm-based combat that bursts with color and energy."" 라고 평가받았습니다. 추천 이유: 음악과 액션이 완벽히 조화된 신선한 리듬 게임입니다."
리듬 맞추면서 때리는 겜인데 개신났던 거 뭐야,"Hi-Fi Rush은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 리듬 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 88이며, 리뷰에서는 ""Rhythm-based combat that bursts with color and energy."" 라고 평가받았습니다. 추천 이유: 음악과 액션이 완벽히 조화된 신선한 리듬 게임입니다."
색감 튀고 템포 빠른 리듬 액션 겜 뭐 추천해봐,"Hi-Fi Rush은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 리듬 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 89이며, 리뷰에서는 ""Rhythm-based combat that bursts with color and energy."" 라고 평가받았습니다. 추천 이유: 음악과 액션이 완벽히 조화된 신선한 리듬 게임입니다."
음악이랑 연출이 쿵짝 맞아서 계속 하게 된 거 기억나냐,"Hi-Fi Rush은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 리듬 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 90이며, 리뷰에서는 ""Rhythm-based combat that bursts with color and energy."" 라고 평가받았습니다. 추천 이유: 음악과 액션이 완벽히 조화된 신선한 리듬 게임입니다."
BGM 따라가는 전투 시스템 쩔었던 겜 뭐였더라,"Hi-Fi Rush은(는) PC, Xbox Series X/S 플랫폼에서 플레이할 수 있는 리듬 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 91이며, 리뷰에서는 ""Rhythm-based combat that bursts with color and energy."" 라고 평가받았습니다. 추천 이유: 음악과 액션이 완벽히 조화된 신선한 리듬 게임입니다."
조용히 숨어서 하나씩 처리하는 겜 뭐였지,"Hitman 3은(는) PC, PS4/5, Xbox One, Stadia에서 플레이할 수 있는 스텔스 액션 게임입니다. 2021년에 출시되었으며, 평점은 Metacritic 87점을 기록했습니다. 리뷰에서는 ""정교한 미션 디자인과 세밀한 몰입감""이라고 평가받았습니다. 추천 이유: 은밀한 플레이와 전략적 사고를 요하는 최고 수준의 스텔스 게임입니다."
